Entry	Entry Name	Gene Names	Protein names	Organism	Length	Reviewed	Annotation	Function [CC]	GeneID	RefSeq	KEGG	EMBL	Ensembl	EnsemblMetazoa	OrthoDB	PIR	InterPro	CCDS
A0A2Y9FWH4	A0A2Y9FWH4_PHYMC	PRKRA	interferon-inducible double-stranded RNA-dependent protein kinase activator A isoform X1	Physeter macrocephalus (Sperm whale) (Physeter catodon)	313	unreviewed	3.0		102974414;	XP_007130805.1;XP_007130806.1;	pcad:102974414;		ENSPCTT00005006245;				IPR014720;IPR033363;IPR044465;IPR044466;IPR044467;IPR032478;	
A0A2Y9LI83	A0A2Y9LI83_DELLE	FOXG1	forkhead box protein G1	Delphinapterus leucas (Beluga whale)	484	unreviewed	3.0			XP_022409225.1;	dle:111164140;		ENSDLET00000026928;				IPR001766;IPR018122;IPR030456;IPR036388;IPR036390;	
A0A2Y9MPE6	A0A2Y9MPE6_DELLE	SEC24B	protein transport protein Sec24B isoform X1	Delphinapterus leucas (Beluga whale)	1253	unreviewed	3.0			XP_022422821.1;	dle:111171497;		ENSDLET00000025819;				IPR029006;IPR007123;IPR036180;IPR006900;IPR036175;IPR006896;IPR012990;IPR041742;IPR036465;IPR006895;IPR036174;	
A0A2Y9MXJ4	A0A2Y9MXJ4_DELLE	GBX2	homeobox protein GBX-2 isoform X1	Delphinapterus leucas (Beluga whale)	348	unreviewed	3.0			XP_022423757.1;	dle:111171966;		ENSDLET00000026801;				IPR042982;IPR031250;IPR009057;IPR017970;IPR001356;IPR020479;	
A0A2Y9N610	A0A2Y9N610_DELLE	GJB6	Gap junction protein	Delphinapterus leucas (Beluga whale)	261	unreviewed	3.0	FUNCTION: One gap junction consists of a cluster of closely packed pairs of transmembrane channels, the connexons, through which materials of low MW diffuse from one cell to a neighboring cell. {ECO:0000256|RuleBase:RU000630}.		XP_022430156.1;XP_022430157.1;XP_022430158.1;XP_022430159.1;XP_022430160.1;XP_030618321.1;	dle:111175141;		ENSDLET00000020887;				IPR000500;IPR019570;IPR017990;IPR013092;IPR038359;	
A0A2Y9N9E2	A0A2Y9N9E2_DELLE	SIX2	homeobox protein SIX2	Delphinapterus leucas (Beluga whale)	296	unreviewed	3.0			XP_022429551.1;	dle:111174749;		ENSDLET00000002140;				IPR009057;IPR017970;IPR001356;IPR031701;	
A0A2Y9NBW3	A0A2Y9NBW3_DELLE	SLITRK6	SLIT and NTRK-like protein 6	Delphinapterus leucas (Beluga whale)	842	unreviewed	3.0			XP_022432374.1;	dle:111176332;		ENSDLET00000008406;				IPR000483;IPR001611;IPR003591;IPR032675;IPR043326;	
A0A2Y9NF40	A0A2Y9NF40_DELLE	GSC	homeobox protein goosecoid	Delphinapterus leucas (Beluga whale)	256	unreviewed	3.0			XP_022431566.1;	dle:111175929;		ENSDLET00000003341;				IPR009057;IPR017970;IPR001356;	
A0A2Y9NMM6	A0A2Y9NMM6_DELLE	ZEB1	zinc finger E-box-binding homeobox 1 isoform X5	Delphinapterus leucas (Beluga whale)	1109	unreviewed	3.0			XP_022436354.1;			ENSDLET00000007633;				IPR008598;IPR009057;IPR001356;IPR036236;IPR013087;	
A0A2Y9NVZ8	A0A2Y9NVZ8_DELLE	CLRN1	clarin-1 isoform X1	Delphinapterus leucas (Beluga whale)	232	unreviewed	3.0			XP_022438205.1;	dle:111179176;		ENSDLET00000000261;				IPR026748;	
A0A2Y9NY56	A0A2Y9NY56_DELLE	WHRN	whirlin isoform X1	Delphinapterus leucas (Beluga whale)	919	unreviewed	3.0			XP_022434643.1;	dle:111177289;		ENSDLET00000005844;				IPR001478;IPR036034;IPR033028;	
A0A2Y9NY71	A0A2Y9NY71_DELLE	ATOH1	protein atonal homolog 1	Delphinapterus leucas (Beluga whale)	352	unreviewed	3.0			XP_022437886.1;	dle:111178976;		ENSDLET00000000953;				IPR032661;IPR011598;IPR036638;	
A0A2Y9P274	A0A2Y9P274_DELLE	HOXA2	homeobox protein Hox-A2	Delphinapterus leucas (Beluga whale)	372	unreviewed	3.0			XP_022440300.1;	dle:111180341;		ENSDLET00000014155;				IPR009057;IPR001827;IPR017970;IPR001356;IPR020479;	
A0A2Y9PAA4	A0A2Y9PAA4_DELLE	OSR2	protein odd-skipped-related 2 isoform X1	Delphinapterus leucas (Beluga whale)	312	unreviewed	3.0			XP_022440242.1;	dle:111180286;		ENSDLET00000004237;				IPR036236;IPR013087;	
A0A2Y9PJC5	A0A2Y9PJC5_DELLE	USH1G	Usher syndrome type-1G protein isoform X1 (Usher syndrome type-1G protein isoform X2)	Delphinapterus leucas (Beluga whale)	461	unreviewed	3.0	FUNCTION: Plays a central role during spermatogenesis by repressing transposable elements and preventing their mobilization, which is essential for the germline integrity. Acts via the piRNA metabolic process, which mediates the repression of transposable elements during meiosis by forming complexes composed of piRNAs and Piwi proteins and governs the methylation and subsequent repression of transposons. Its association with pi-bodies suggests a participation in the primary piRNAs metabolic process. Required prior to the pachytene stage to facilitate the production of multiple types of piRNAs, including those associated with repeats involved in the regulation of retrotransposons. May act by mediating protein-protein interactions during germ cell maturation. {ECO:0000256|ARBA:ARBA00025297}.		XP_022445385.1;XP_022445386.1;	dle:111182853;		ENSDLET00000016017;				IPR002110;IPR036770;IPR001660;IPR013761;IPR037602;	
A0A2Y9PSP7	A0A2Y9PSP7_DELLE	INSIG2	Insulin-induced gene protein	Delphinapterus leucas (Beluga whale)	225	unreviewed	3.0	FUNCTION: Mediates feedback control of cholesterol synthesis. {ECO:0000256|RuleBase:RU241113}.		XP_022446347.1;XP_030618164.1;			ENSDLET00000024852;				IPR025929;	
A0A2Y9Q0W4	A0A2Y9Q0W4_DELLE	EYA1	Eyes absent homolog, EC 3.1.3.48	Delphinapterus leucas (Beluga whale)	584	unreviewed	3.0			XP_022451076.1;							IPR006545;IPR042577;IPR038102;IPR028472;IPR028471;	
A0A2Y9Q6A2	A0A2Y9Q6A2_DELLE	ALDH1A3	aldehyde dehydrogenase family 1 member A3	Delphinapterus leucas (Beluga whale)	512	unreviewed	3.0			XP_022454614.1;	dle:111187345;		ENSDLET00000010607;				IPR016161;IPR016163;IPR016160;IPR029510;IPR016162;IPR015590;	
A0A2Y9Q6C7	A0A2Y9Q6C7_DELLE	EYA1	Eyes absent homolog, EC 3.1.3.48	Delphinapterus leucas (Beluga whale)	475	unreviewed	3.0			XP_022451077.1;							IPR006545;IPR042577;IPR038102;IPR028472;IPR028471;	
A0A2Y9Q6I1	A0A2Y9Q6I1_DELLE	NTN1	Netrin-1	Delphinapterus leucas (Beluga whale)	604	unreviewed	3.0			XP_022451125.1;XP_022451126.1;XP_022451127.1;	dle:111185660;		ENSDLET00000020244;				IPR008979;IPR008211;IPR002049;IPR001134;IPR018933;IPR008993;	
A0A2Y9Q6K8	A0A2Y9Q6K8_DELLE	EYA1	Eyes absent homolog, EC 3.1.3.48	Delphinapterus leucas (Beluga whale)	470	unreviewed	3.0			XP_022451078.1;							IPR006545;IPR042577;IPR038102;IPR028472;IPR028471;	
A0A2Y9RWN6	A0A2Y9RWN6_PHYMC	ALDH1A3	aldehyde dehydrogenase family 1 member A3	Physeter macrocephalus (Sperm whale) (Physeter catodon)	512	unreviewed	3.0			XP_023970718.1;	pcad:102991584;		ENSPCTT00005016692;				IPR016161;IPR016163;IPR016160;IPR029510;IPR016162;IPR015590;	
A0A2Y9S451	A0A2Y9S451_PHYMC	ZEB1	zinc finger E-box-binding homeobox 1 isoform X2	Physeter macrocephalus (Sperm whale) (Physeter catodon)	1125	unreviewed	3.0			XP_023972152.1;	pcad:102985960;		ENSPCTT00005005256;				IPR008598;IPR009057;IPR001356;IPR036236;IPR013087;	
A0A2Y9SBI6	A0A2Y9SBI6_PHYMC	FOXG1	forkhead box protein G1	Physeter macrocephalus (Sperm whale) (Physeter catodon)	485	unreviewed	3.0			XP_023973169.1;	pcad:102989144;		ENSPCTT00005009686;				IPR001766;IPR018122;IPR030456;IPR036388;IPR036390;	
A0A2Y9SCM5	A0A2Y9SCM5_PHYMC	SEC24B	protein transport protein Sec24B isoform X1	Physeter macrocephalus (Sperm whale) (Physeter catodon)	1257	unreviewed	3.0			XP_023975092.1;	pcad:102984328;		ENSPCTT00005003842;				IPR029006;IPR007123;IPR036180;IPR006900;IPR036175;IPR006896;IPR012990;IPR041742;IPR036465;IPR006895;IPR036174;	
A0A2Y9SEG8	A0A2Y9SEG8_PHYMC	SIX2	homeobox protein SIX2 isoform X2	Physeter macrocephalus (Sperm whale) (Physeter catodon)	296	unreviewed	3.0			XP_023974685.1;			ENSPCTT00005017118;				IPR009057;IPR017970;IPR001356;IPR031701;	
A0A2Y9SL34	A0A2Y9SL34_PHYMC	PCDH15	protocadherin-15 isoform X4	Physeter macrocephalus (Sperm whale) (Physeter catodon)	1937	unreviewed	3.0			XP_023977060.1;			ENSPCTT00005027664;				IPR002126;IPR015919;IPR020894;IPR041149;IPR030718;	
A0A2Y9SW50	A0A2Y9SW50_PHYMC	EYA1	Eyes absent homolog, EC 3.1.3.48	Physeter macrocephalus (Sperm whale) (Physeter catodon)	546	unreviewed	3.0			XP_023982881.2;XP_028356361.1;XP_028356362.1;XP_028356363.1;XP_028356364.1;XP_028356365.1;							IPR006545;IPR042577;IPR038102;IPR028472;IPR028471;	
A0A2Y9T0T2	A0A2Y9T0T2_PHYMC	GJB6	Gap junction protein	Physeter macrocephalus (Sperm whale) (Physeter catodon)	261	unreviewed	3.0	FUNCTION: One gap junction consists of a cluster of closely packed pairs of transmembrane channels, the connexons, through which materials of low MW diffuse from one cell to a neighboring cell. {ECO:0000256|RuleBase:RU000630}.		XP_023981734.1;	pcad:102986187;		ENSPCTT00005014825;				IPR000500;IPR019570;IPR017990;IPR013092;IPR038359;	
A0A2Y9T208	A0A2Y9T208_PHYMC	EYA1	Eyes absent homolog, EC 3.1.3.48	Physeter macrocephalus (Sperm whale) (Physeter catodon)	584	unreviewed	3.0			XP_023982880.1;	pcad:102988901;						IPR006545;IPR042577;IPR038102;IPR028472;IPR028471;	
A0A2Y9T9E0	A0A2Y9T9E0_PHYMC	INSIG1	Insulin-induced gene protein	Physeter macrocephalus (Sperm whale) (Physeter catodon)	276	unreviewed	3.0	FUNCTION: Mediates feedback control of cholesterol synthesis. {ECO:0000256|RuleBase:RU241113}.		XP_007124728.1;XP_023987551.1;	pcad:102976109;		ENSPCTT00005012025;				IPR009904;IPR025929;	
A0A2Y9TA57	A0A2Y9TA57_PHYMC	CTHRC1	collagen triple helix repeat-containing protein 1 isoform X1	Physeter macrocephalus (Sperm whale) (Physeter catodon)	245	unreviewed	3.0			XP_023985730.1;	pcad:102991063;		ENSPCTT00005033038;					
A0A2Y9TAV7	A0A2Y9TAV7_PHYMC	GSC	homeobox protein goosecoid	Physeter macrocephalus (Sperm whale) (Physeter catodon)	256	unreviewed	3.0			XP_023986872.1;	pcad:102979046;		ENSPCTT00005031194;				IPR009057;IPR017970;IPR001356;	
A0A340XHA8	A0A340XHA8_LIPVE	EYA1	Eyes absent homolog, EC 3.1.3.48	Lipotes vexillifer (Yangtze river dolphin)	583	unreviewed	3.0		103076381;	XP_007460846.1;							IPR006545;IPR042577;IPR038102;IPR028472;IPR028471;	
A0A340XHB2	A0A340XHB2_LIPVE	EYA1	Eyes absent homolog, EC 3.1.3.48	Lipotes vexillifer (Yangtze river dolphin)	594	unreviewed	3.0		103076381;	XP_007460851.1;							IPR006545;IPR042577;IPR038102;IPR028472;IPR028471;	
A0A340XHH1	A0A340XHH1_LIPVE	EYA1	Eyes absent homolog, EC 3.1.3.48	Lipotes vexillifer (Yangtze river dolphin)	554	unreviewed	3.0		103076381;	XP_007460848.1;							IPR006545;IPR042577;IPR038102;IPR028472;IPR028471;	
A0A340XHH5	A0A340XHH5_LIPVE	EYA1	Eyes absent homolog, EC 3.1.3.48	Lipotes vexillifer (Yangtze river dolphin)	548	unreviewed	3.0		103076381;	XP_007460853.1;							IPR006545;IPR042577;IPR038102;IPR028472;IPR028471;	
A0A340XL53	A0A340XL53_LIPVE	EYA1	Eyes absent homolog, EC 3.1.3.48	Lipotes vexillifer (Yangtze river dolphin)	559	unreviewed	3.0		103076381;	XP_007460847.1;							IPR006545;IPR042577;IPR038102;IPR028472;IPR028471;	
A0A340XL56	A0A340XL56_LIPVE	EYA1	Eyes absent homolog, EC 3.1.3.48	Lipotes vexillifer (Yangtze river dolphin)	545	unreviewed	3.0		103076381;	XP_007460852.1;							IPR006545;IPR042577;IPR038102;IPR028472;IPR028471;	
A0A340XNH5	A0A340XNH5_LIPVE	EYA1	Eyes absent homolog, EC 3.1.3.48	Lipotes vexillifer (Yangtze river dolphin)	589	unreviewed	3.0		103076381;	XP_007460844.1;	lve:103076381;						IPR006545;IPR042577;IPR038102;IPR028472;IPR028471;	
A0A340XNH8	A0A340XNH8_LIPVE	EYA1	Eyes absent homolog, EC 3.1.3.48	Lipotes vexillifer (Yangtze river dolphin)	477	unreviewed	3.0		103076381;	XP_007460849.1;							IPR006545;IPR042577;IPR038102;IPR028472;IPR028471;	
A0A340XP88	A0A340XP88_LIPVE	EYA1	Eyes absent homolog, EC 3.1.3.48	Lipotes vexillifer (Yangtze river dolphin)	584	unreviewed	3.0		103076381;	XP_007460845.1;							IPR006545;IPR042577;IPR038102;IPR028472;IPR028471;	
A0A341AW97	A0A341AW97_NEOAA	EYA1	Eyes absent homolog, EC 3.1.3.48	Neophocaena asiaeorientalis asiaeorientalis (Yangtze finless porpoise) (Neophocaena phocaenoides subsp. asiaeorientalis)	583	unreviewed	3.0			XP_024594770.1;							IPR006545;IPR042577;IPR038102;IPR028472;IPR028471;	
A0A341AW99	A0A341AW99_NEOAA	EYA1	Eyes absent homolog, EC 3.1.3.48	Neophocaena asiaeorientalis asiaeorientalis (Yangtze finless porpoise) (Neophocaena phocaenoides subsp. asiaeorientalis)	477	unreviewed	3.0			XP_024594771.1;							IPR006545;IPR042577;IPR038102;IPR028472;IPR028471;	
A0A341AWA2	A0A341AWA2_NEOAA	EYA1	Eyes absent homolog, EC 3.1.3.48	Neophocaena asiaeorientalis asiaeorientalis (Yangtze finless porpoise) (Neophocaena phocaenoides subsp. asiaeorientalis)	554	unreviewed	3.0			XP_024594775.1;							IPR006545;IPR042577;IPR038102;IPR028472;IPR028471;	
A0A341AXL1	A0A341AXL1_NEOAA	EYA1	Eyes absent homolog, EC 3.1.3.48	Neophocaena asiaeorientalis asiaeorientalis (Yangtze finless porpoise) (Neophocaena phocaenoides subsp. asiaeorientalis)	584	unreviewed	3.0			XP_024594769.1;							IPR006545;IPR042577;IPR038102;IPR028472;IPR028471;	
A0A341AXL5	A0A341AXL5_NEOAA	EYA1	Eyes absent homolog, EC 3.1.3.48	Neophocaena asiaeorientalis asiaeorientalis (Yangtze finless porpoise) (Neophocaena phocaenoides subsp. asiaeorientalis)	484	unreviewed	3.0			XP_024594774.1;							IPR006545;IPR042577;IPR038102;IPR028472;IPR028471;	
A0A341AZ07	A0A341AZ07_NEOAA	EYA1	Eyes absent homolog, EC 3.1.3.48	Neophocaena asiaeorientalis asiaeorientalis (Yangtze finless porpoise) (Neophocaena phocaenoides subsp. asiaeorientalis)	589	unreviewed	3.0			XP_024594768.1;							IPR006545;IPR042577;IPR038102;IPR028472;IPR028471;	
A0A341AZ12	A0A341AZ12_NEOAA	EYA1	Eyes absent homolog, EC 3.1.3.48	Neophocaena asiaeorientalis asiaeorientalis (Yangtze finless porpoise) (Neophocaena phocaenoides subsp. asiaeorientalis)	478	unreviewed	3.0			XP_024594773.1;							IPR006545;IPR042577;IPR038102;IPR028472;IPR028471;	
A0A384ACM8	A0A384ACM8_BALAS	EYA1	Eyes absent homolog, EC 3.1.3.48	Balaenoptera acutorostrata scammoni (North Pacific minke whale) (Balaenoptera davidsoni)	584	unreviewed	3.0		103013469;	XP_007185105.1;	bacu:103013469;						IPR006545;IPR042577;IPR038102;IPR028472;IPR028471;	
A0A455C4V9	A0A455C4V9_PHYMC	EYA1	Eyes absent homolog, EC 3.1.3.48	Physeter macrocephalus (Sperm whale) (Physeter catodon)	567	unreviewed	3.0			XP_028356360.1;							IPR006545;IPR042577;IPR038102;IPR028472;IPR028471;	
A0A455C6M6	A0A455C6M6_PHYMC	MAFB	Transcription factor MafB	Physeter macrocephalus (Sperm whale) (Physeter catodon)	323	unreviewed	3.0			XP_028355533.1;	pcad:102993621;		ENSPCTT00005028659;				IPR004827;IPR004826;IPR046347;IPR013592;IPR028571;IPR008917;IPR024874;	
A0A4U1EBC0	A0A4U1EBC0_MONMO	GBX2 EI555_009389	Gastrulation brain homeobox 2	Monodon monoceros (Narwhal) (Ceratodon monodon)	348	unreviewed	3.0					RWIC01004079;	ENSMMNT00015012832.1;				IPR042982;IPR031250;IPR009057;IPR017970;IPR001356;IPR020479;	
A0A4U1ET95	A0A4U1ET95_MONMO	ATOH1 EI555_015308	Atonal bHLH transcription factor 1	Monodon monoceros (Narwhal) (Ceratodon monodon)	352	unreviewed	3.0					RWIC01000837;	ENSMMNT00015016898.1;				IPR032661;IPR011598;IPR036638;	
A0A4U1EXI3	A0A4U1EXI3_MONMO	OSR2 EI555_015684	Odd-skipped related transciption factor 2	Monodon monoceros (Narwhal) (Ceratodon monodon)	312	unreviewed	3.0					RWIC01000628;	ENSMMNT00015018095.1;				IPR036236;IPR013087;	
A0A4U1F2M2	A0A4U1F2M2_MONMO	MAFB EI555_005247	Transcription factor MafB	Monodon monoceros (Narwhal) (Ceratodon monodon)	323	unreviewed	3.0					RWIC01000493;	ENSMMNT00015003286.1;				IPR004827;IPR004826;IPR046347;IPR013592;IPR028571;IPR008917;IPR024874;	
A0A4U1FGN8	A0A4U1FGN8_MONMO	GJB6 EI555_002258	Gap junction protein	Monodon monoceros (Narwhal) (Ceratodon monodon)	261	unreviewed	3.0	FUNCTION: One gap junction consists of a cluster of closely packed pairs of transmembrane channels, the connexons, through which materials of low MW diffuse from one cell to a neighboring cell. {ECO:0000256|RuleBase:RU000630}.				RWIC01000134;	ENSMMNT00015032758.1;				IPR000500;IPR019570;IPR017990;IPR013092;IPR038359;	
A0A4U1FSV8	A0A4U1FSV8_MONMO	USH1G EI555_014900	USH1 protein network component sans	Monodon monoceros (Narwhal) (Ceratodon monodon)	461	unreviewed	3.0	FUNCTION: Plays a central role during spermatogenesis by repressing transposable elements and preventing their mobilization, which is essential for the germline integrity. Acts via the piRNA metabolic process, which mediates the repression of transposable elements during meiosis by forming complexes composed of piRNAs and Piwi proteins and governs the methylation and subsequent repression of transposons. Its association with pi-bodies suggests a participation in the primary piRNAs metabolic process. Required prior to the pachytene stage to facilitate the production of multiple types of piRNAs, including those associated with repeats involved in the regulation of retrotransposons. May act by mediating protein-protein interactions during germ cell maturation. {ECO:0000256|ARBA:ARBA00025297}.				RWIC01000005;	ENSMMNT00015032553.1;				IPR002110;IPR036770;IPR001660;IPR013761;IPR037602;	
A0A4V5P9X6	A0A4V5P9X6_MONMO	ALDH1A3 EI555_016642	Aldehyde dehydrogenase 1 family member A3	Monodon monoceros (Narwhal) (Ceratodon monodon)	512	unreviewed	3.0					RWIC01000451;	ENSMMNT00015016679.1;				IPR016161;IPR016163;IPR016160;IPR029510;IPR016162;IPR015590;	
A0A8B8VLE5	A0A8B8VLE5_BALMU	EYA1	Eyes absent homolog, EC 3.1.3.48	Balaenoptera musculus (Blue whale)	589	unreviewed	3.0			XP_036685693.1;							IPR006545;IPR042577;IPR038102;IPR028472;IPR028471;	
A0A8C0DPU6	A0A8C0DPU6_BALMU	EYA1	Eyes absent homolog, EC 3.1.3.48	Balaenoptera musculus (Blue whale)	618	unreviewed	3.0						ENSBMST00010027327.1;				IPR006545;IPR042577;IPR038102;IPR028472;IPR028471;	
A0A8C0DQ47	A0A8C0DQ47_BALMU	EYA1	Eyes absent homolog, EC 3.1.3.48	Balaenoptera musculus (Blue whale)	583	unreviewed	3.0						ENSBMST00010027453.1;				IPR006545;IPR042577;IPR038102;IPR028472;IPR028471;	
A0A8C0DTI7	A0A8C0DTI7_BALMU	EYA1	Eyes absent homolog, EC 3.1.3.48	Balaenoptera musculus (Blue whale)	559	unreviewed	3.0						ENSBMST00010027495.1;				IPR006545;IPR042577;IPR038102;IPR028472;IPR028471;	
A0A8C6AMN8	A0A8C6AMN8_MONMO	EYA1	Eyes absent homolog, EC 3.1.3.48	Monodon monoceros (Narwhal) (Ceratodon monodon)	583	unreviewed	3.0						ENSMMNT00015004413.1;				IPR006545;IPR042577;IPR038102;IPR028472;IPR028471;	
A0A8C6AMY1	A0A8C6AMY1_MONMO	EYA1	Eyes absent homolog, EC 3.1.3.48	Monodon monoceros (Narwhal) (Ceratodon monodon)	618	unreviewed	3.0						ENSMMNT00015004402.1;				IPR006545;IPR042577;IPR038102;IPR028472;IPR028471;	
A0A8C6AQW9	A0A8C6AQW9_MONMO	EYA1	Eyes absent homolog, EC 3.1.3.48	Monodon monoceros (Narwhal) (Ceratodon monodon)	559	unreviewed	3.0						ENSMMNT00015004422.1;				IPR006545;IPR042577;IPR038102;IPR028472;IPR028471;	
A0A8C9CQ26	A0A8C9CQ26_PHOSS	EYA1	Eyes absent homolog, EC 3.1.3.48	Phocoena sinus (Vaquita)	559	unreviewed	3.0						ENSPSNT00000031990.1;				IPR006545;IPR042577;IPR038102;IPR028472;IPR028471;	
A0A8C9CXP9	A0A8C9CXP9_PHOSS	EYA1	Eyes absent homolog, EC 3.1.3.48	Phocoena sinus (Vaquita)	618	unreviewed	3.0						ENSPSNT00000031877.1;				IPR006545;IPR042577;IPR038102;IPR028472;IPR028471;	
A0A8C9CXS7	A0A8C9CXS7_PHOSS	EYA1	Eyes absent homolog, EC 3.1.3.48	Phocoena sinus (Vaquita)	589	unreviewed	3.0						ENSPSNT00000031939.1;				IPR006545;IPR042577;IPR038102;IPR028472;IPR028471;	
A0A8C9CXT9	A0A8C9CXT9_PHOSS	EYA1	Eyes absent homolog, EC 3.1.3.48	Phocoena sinus (Vaquita)	554	unreviewed	3.0						ENSPSNT00000031967.1;				IPR006545;IPR042577;IPR038102;IPR028472;IPR028471;	
A0A2U4BQR7	A0A2U4BQR7_TURTR	HMX3	homeobox protein HMX3	Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus)	357	unreviewed	2.0		101323943;	XP_019795501.1;			ENSTTRT00000016192;				IPR009057;IPR017970;IPR001356;IPR020479;	
A0A2Y9ESF0	A0A2Y9ESF0_PHYMC	OTX1	homeobox protein OTX1	Physeter macrocephalus (Sperm whale) (Physeter catodon)	355	unreviewed	2.0		102973265;	XP_007108172.1;	pcad:102973265;		ENSPCTT00005010542;				IPR009057;IPR017970;IPR001356;IPR003026;IPR003025;IPR013851;	
A0A2Y9F3S9	A0A2Y9F3S9_PHYMC	HMX2	homeobox protein HMX2	Physeter macrocephalus (Sperm whale) (Physeter catodon)	274	unreviewed	2.0			XP_007114000.2;	pcad:102993427;		ENSPCTT00005007132;				IPR009057;IPR017970;IPR001356;IPR020479;	
A0A2Y9F5W6	A0A2Y9F5W6_PHYMC	POU4F3	POU domain protein	Physeter macrocephalus (Sperm whale) (Physeter catodon)	338	unreviewed	2.0		102979619;	XP_007115350.1;	pcad:102979619;		ENSPCTT00005003725;				IPR001387;IPR009057;IPR017970;IPR001356;IPR010982;IPR013847;IPR032961;IPR000327;	
A0A2Y9FPI1	A0A2Y9FPI1_PHYMC	PLS1	plastin-1	Physeter macrocephalus (Sperm whale) (Physeter catodon)	630	unreviewed	2.0		102978844;	XP_007126550.1;	pcad:102978844;		ENSPCTT00005000142;				IPR001589;IPR001715;IPR036872;IPR011992;IPR018247;IPR002048;IPR039959;IPR030235;	
A0A2Y9FUF0	A0A2Y9FUF0_PHYMC	CHRNA9	neuronal acetylcholine receptor subunit alpha-9	Physeter macrocephalus (Sperm whale) (Physeter catodon)	479	unreviewed	2.0		102994999;	XP_007129308.1;	pcad:102994999;		ENSPCTT00005023390;				IPR006202;IPR036734;IPR006201;IPR036719;IPR038050;IPR006029;IPR018000;IPR002394;	
A0A2Y9LDI5	A0A2Y9LDI5_DELLE	GRHL3	grainyhead-like protein 3 homolog isoform X2	Delphinapterus leucas (Beluga whale)	602	unreviewed	2.0			XP_022407660.1;	dle:111163349;		ENSDLET00000015716;				IPR007604;	
A0A2Y9LI84	A0A2Y9LI84_DELLE	SOBP	sine oculis-binding protein homolog isoform X2	Delphinapterus leucas (Beluga whale)	868	unreviewed	2.0			XP_022409344.1;			ENSDLET00000026709;				IPR026092;	
A0A2Y9LWF2	A0A2Y9LWF2_DELLE	NAGLU	alpha-N-acetylglucosaminidase	Delphinapterus leucas (Beluga whale)	744	unreviewed	2.0			XP_022413740.1;	dle:111166383;		ENSDLET00000012859;				IPR017853;IPR029018;IPR007781;IPR024732;IPR024240;IPR024733;	
A0A2Y9ME97	A0A2Y9ME97_DELLE	TSHZ1	teashirt homolog 1 isoform X1	Delphinapterus leucas (Beluga whale)	1110	unreviewed	2.0			XP_022415663.1;	dle:111167276;		ENSDLET00000013505;				IPR001356;IPR027008;IPR026808;IPR013087;	
A0A2Y9MKH1	A0A2Y9MKH1_DELLE	OTOP1	proton channel OTOP1	Delphinapterus leucas (Beluga whale)	606	unreviewed	2.0			XP_022422719.1;	dle:111171448;		ENSDLET00000024081;				IPR004878;	
A0A2Y9MPH7	A0A2Y9MPH7_DELLE	CHRNA9	neuronal acetylcholine receptor subunit alpha-9	Delphinapterus leucas (Beluga whale)	480	unreviewed	2.0			XP_022422851.1;	dle:111171527;		ENSDLET00000020720;				IPR006202;IPR036734;IPR006201;IPR036719;IPR038050;IPR006029;IPR018000;IPR002394;	
A0A2Y9MPI4	A0A2Y9MPI4_DELLE	NKX3-2	homeobox protein Nkx-3.2	Delphinapterus leucas (Beluga whale)	327	unreviewed	2.0			XP_022422861.1;	dle:111171566;		ENSDLET00000023884;				IPR009057;IPR017970;IPR001356;IPR020479;	
A0A2Y9MW96	A0A2Y9MW96_DELLE	HMX2	homeobox protein HMX2	Delphinapterus leucas (Beluga whale)	273	unreviewed	2.0			XP_022425216.1;	dle:111172597;		ENSDLET00000030122;				IPR009057;IPR017970;IPR001356;IPR020479;	
A0A2Y9N1E8	A0A2Y9N1E8_DELLE	HMX3	homeobox protein HMX3	Delphinapterus leucas (Beluga whale)	360	unreviewed	2.0			XP_022425217.1;	dle:111172598;		ENSDLET00000030128;				IPR009057;IPR017970;IPR001356;IPR020479;	
A0A2Y9N289	A0A2Y9N289_DELLE	LRIG1	leucine-rich repeats and immunoglobulin-like domains protein 1	Delphinapterus leucas (Beluga whale)	1106	unreviewed	2.0			XP_022428315.1;	dle:111174212;		ENSDLET00000012264;				IPR000483;IPR007110;IPR036179;IPR013783;IPR013098;IPR003599;IPR003598;IPR001611;IPR003591;IPR032675;IPR000372;	
A0A2Y9NMT1	A0A2Y9NMT1_DELLE	POU3F4	POU domain protein	Delphinapterus leucas (Beluga whale)	363	unreviewed	2.0			XP_022436424.1;	dle:111178171;		ENSDLET00000003189;				IPR009057;IPR017970;IPR001356;IPR010982;IPR013847;IPR000327;IPR016362;	
A0A2Y9NTQ4	A0A2Y9NTQ4_DELLE	PLS1	plastin-1 isoform X1	Delphinapterus leucas (Beluga whale)	630	unreviewed	2.0			XP_022438379.1;XP_030617392.1;	dle:111179268;		ENSDLET00000004129;				IPR001589;IPR001715;IPR036872;IPR011992;IPR018247;IPR002048;IPR039959;IPR030235;	
A0A2Y9P9C7	A0A2Y9P9C7_DELLE	COL11A1	collagen alpha-1(XI) chain isoform X1	Delphinapterus leucas (Beluga whale)	1805	unreviewed	2.0			XP_022439907.1;XP_022439908.1;	dle:111180105;		ENSDLET00000019823;				IPR008160;IPR013320;IPR000885;IPR001791;	
