Entry	Entry Name	Gene Names	Protein names	Organism	Length	Reviewed	Annotation	Function [CC]	GeneID	RefSeq	KEGG	EMBL	Ensembl	EnsemblMetazoa	OrthoDB	PIR	InterPro	CCDS
A0A452C760	A0A452C760_BALAS	CDH23	cadherin-23 isoform X4	Balaenoptera acutorostrata scammoni (North Pacific minke whale) (Balaenoptera davidsoni)	1079	unreviewed	2.0			XP_028018764.1;							IPR002126;IPR015919;IPR020894;IPR033030;	
A0A455AMP8	A0A455AMP8_PHYMC	CDH23	cadherin-23	Physeter macrocephalus (Sperm whale) (Physeter catodon)	2277	unreviewed	2.0			XP_028337279.1;	pcad:102992632;						IPR002126;IPR015919;IPR020894;IPR033030;	
A0A455AXA6	A0A455AXA6_PHYMC	LOC114485042	cadherin-23-like isoform X1	Physeter macrocephalus (Sperm whale) (Physeter catodon)	1166	unreviewed	2.0			XP_028341182.1;	pcad:114485042;						IPR002126;IPR015919;IPR020894;IPR033030;	
A0A455AZ80	A0A455AZ80_PHYMC	LOC114485042	cadherin-23-like isoform X2	Physeter macrocephalus (Sperm whale) (Physeter catodon)	1131	unreviewed	2.0			XP_028341183.1;							IPR002126;IPR015919;IPR020894;IPR033030;	
A0A4U1EVS5	A0A4U1EVS5_MONMO	POU4F3 EI555_005538	POU domain protein	Monodon monoceros (Narwhal) (Ceratodon monodon)	338	unreviewed	2.0					RWIC01000780;	ENSMMNT00015005425.1;				IPR001387;IPR009057;IPR017970;IPR001356;IPR010982;IPR013847;IPR032961;IPR000327;	
A0A4U1EZ55	A0A4U1EZ55_MONMO	FGF20 EI555_020388	Fibroblast growth factor, FGF	Monodon monoceros (Narwhal) (Ceratodon monodon)	211	unreviewed	2.0					RWIC01000606;	ENSMMNT00015016469.1;				IPR028291;IPR002209;IPR008996;	
A0A6J3Q575	A0A6J3Q575_TURTR	CDH23	cadherin-23	Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus)	3354	unreviewed	2.0			XP_033697516.1;							IPR002126;IPR015919;IPR020894;IPR033030;	
A0A7F8K525	A0A7F8K525_DELLE	CDH23	cadherin-23 isoform X3	Delphinapterus leucas (Beluga whale)	1520	unreviewed	2.0			XP_030615218.1;							IPR002126;IPR015919;IPR020894;IPR033030;	
A0A8B8VH64	A0A8B8VH64_BALMU	CDH23	cadherin-23 isoform X1	Balaenoptera musculus (Blue whale)	3354	unreviewed	2.0			XP_036684196.1;							IPR002126;IPR015919;IPR020894;IPR033030;	
A0A8B8VI63	A0A8B8VI63_BALMU	CDH23	cadherin-23 isoform X2	Balaenoptera musculus (Blue whale)	3317	unreviewed	2.0			XP_036684197.1;							IPR002126;IPR015919;IPR020894;IPR033030;	
A0A8C0DJK7	A0A8C0DJK7_BALMU	CDH23	Cadherin related 23	Balaenoptera musculus (Blue whale)	3346	unreviewed	2.0						ENSBMST00010024822.1;				IPR002126;IPR015919;IPR020894;IPR033030;	
A0A8C0DJP7	A0A8C0DJP7_BALMU	CDH23	Cadherin related 23	Balaenoptera musculus (Blue whale)	3346	unreviewed	2.0						ENSBMST00010024847.1;				IPR002126;IPR015919;IPR020894;IPR033030;	
A0A8C0DJQ7	A0A8C0DJQ7_BALMU	CDH23	Cadherin related 23	Balaenoptera musculus (Blue whale)	1214	unreviewed	2.0						ENSBMST00010024887.1;				IPR002126;IPR015919;IPR020894;IPR033030;	
A0A8C0DNJ9	A0A8C0DNJ9_BALMU	CDH23	Cadherin related 23	Balaenoptera musculus (Blue whale)	1049	unreviewed	2.0						ENSBMST00010024926.1;				IPR002126;IPR015919;IPR020894;IPR033030;	
A0A8C0DRB2	A0A8C0DRB2_BALMU	CDH23	Cadherin related 23	Balaenoptera musculus (Blue whale)	1079	unreviewed	2.0						ENSBMST00010024865.1;				IPR002126;IPR015919;IPR020894;IPR033030;	
A0A8C6CBX5	A0A8C6CBX5_MONMO	CDH23	Cadherin related 23	Monodon monoceros (Narwhal) (Ceratodon monodon)	1079	unreviewed	2.0						ENSMMNT00015032455.1;				IPR002126;IPR015919;IPR020894;IPR033030;	
A0A8C6CFR4	A0A8C6CFR4_MONMO	CDH23	Cadherin related 23	Monodon monoceros (Narwhal) (Ceratodon monodon)	3354	unreviewed	2.0						ENSMMNT00015032442.1;				IPR002126;IPR015919;IPR020894;IPR033030;	
A0A8C9BVZ4	A0A8C9BVZ4_PHOSS	CDH23	Cadherin-23	Phocoena sinus (Vaquita)	3252	unreviewed	2.0						ENSPSNT00000017702.1;				IPR002126;IPR015919;IPR020894;IPR033030;	
A0A8C9BZQ0	A0A8C9BZQ0_PHOSS	CDH23	Cadherin-23	Phocoena sinus (Vaquita)	1079	unreviewed	2.0						ENSPSNT00000017752.1;				IPR002126;IPR015919;IPR020894;IPR033030;	
A0A2F0AUM2	A0A2F0AUM2_ESCRO	ESR_39583	Protein atonal 1	Eschrichtius robustus (California gray whale) (Eschrichtius gibbosus)	269	unreviewed	1.0					NTJE010002674;					IPR032661;IPR011598;IPR036638;	
A0A2U3V7S1	A0A2U3V7S1_TURTR	ATOH1	protein atonal homolog 1	Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus)	352	unreviewed	1.0		101335236;	XP_004325182.1;							IPR032661;IPR011598;IPR036638;	
A0A2U3V994	A0A2U3V994_TURTR	GRXCR2	glutaredoxin domain-containing cysteine-rich protein 2	Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus)	246	unreviewed	1.0		101318355;	XP_004328820.1;			ENSTTRT00000016709;				IPR033023;IPR036410;	
A0A2Y9EHZ2	A0A2Y9EHZ2_PHYMC	CLRN2	clarin-2	Physeter macrocephalus (Sperm whale) (Physeter catodon)	232	unreviewed	1.0		102995126;	XP_007101942.1;	pcad:102995126;		ENSPCTT00005024450;				IPR026748;	
A0A2Y9EZ93	A0A2Y9EZ93_PHYMC	LHFPL5	LHFPL tetraspan subfamily member 5 protein	Physeter macrocephalus (Sperm whale) (Physeter catodon)	219	unreviewed	1.0		102994796;	XP_007110852.1;	pcad:102994796;		ENSPCTT00005028044;				IPR019372;	
A0A2Y9FFH5	A0A2Y9FFH5_PHYMC	MCOLN3	mucolipin-3 isoform X1	Physeter macrocephalus (Sperm whale) (Physeter catodon)	552	unreviewed	1.0			XP_007121619.2;	pcad:102994758;		ENSPCTT00005018713;				IPR039031;IPR013122;	
A0A2Y9FJ26	A0A2Y9FJ26_PHYMC	GRXCR2	glutaredoxin domain-containing cysteine-rich protein 2	Physeter macrocephalus (Sperm whale) (Physeter catodon)	246	unreviewed	1.0		102995040;	XP_007122684.1;	pcad:102995040;		ENSPCTT00005003240;				IPR033023;IPR036410;	
A0A2Y9N0M7	A0A2Y9N0M7_DELLE	CLRN2	clarin-2	Delphinapterus leucas (Beluga whale)	232	unreviewed	1.0			XP_022422858.1;	dle:111171561;		ENSDLET00000022868;				IPR026748;	
A0A2Y9NLN8	A0A2Y9NLN8_DELLE	TPRN	taperin	Delphinapterus leucas (Beluga whale)	751	unreviewed	1.0			XP_022433781.1;	dle:111176986;		ENSDLET00000021846;				IPR025903;IPR025907;IPR026671;IPR033359;	
A0A2Y9NRF9	A0A2Y9NRF9_DELLE	MCOLN3	mucolipin-3 isoform X1	Delphinapterus leucas (Beluga whale)	552	unreviewed	1.0			XP_022436595.1;	dle:111178306;		ENSDLET00000025278;				IPR039031;IPR013122;	
A0A2Y9S6J7	A0A2Y9S6J7_PHYMC	GRXCR1	glutaredoxin domain-containing cysteine-rich protein 1	Physeter macrocephalus (Sperm whale) (Physeter catodon)	290	unreviewed	1.0			XP_023974148.1;	pcad:102974866;		ENSPCTT00005018308;				IPR002109;IPR042797;IPR036249;	
A0A340WKI6	A0A340WKI6_LIPVE	ATOH1	protein atonal homolog 1	Lipotes vexillifer (Yangtze river dolphin)	352	unreviewed	1.0		103078339;	XP_007450083.1;	lve:103078339;						IPR032661;IPR011598;IPR036638;	
A0A341AQX0	A0A341AQX0_NEOAA	ATOH1	protein atonal homolog 1	Neophocaena asiaeorientalis asiaeorientalis (Yangtze finless porpoise) (Neophocaena phocaenoides subsp. asiaeorientalis)	352	unreviewed	1.0			XP_024591993.1;							IPR032661;IPR011598;IPR036638;	
A0A384BGJ9	A0A384BGJ9_BALAS	ATOH1	LOW QUALITY PROTEIN: protein atonal homolog 1	Balaenoptera acutorostrata scammoni (North Pacific minke whale) (Balaenoptera davidsoni)	348	unreviewed	1.0		103020899;	XP_007198533.1;	bacu:103020899;						IPR032661;IPR011598;IPR036638;	
A0A484GGG1	A0A484GGG1_SOUCH	DBR06_SOUSAS4310049	BHLH domain-containing protein	Sousa chinensis (Indo-pacific humpbacked dolphin) (Steno chinensis)	352	unreviewed	1.0					QWLN02008471;					IPR032661;IPR011598;IPR036638;	
A0A484GK80	A0A484GK80_SOUCH	DBR06_SOUSAS11510020	Uncharacterized protein	Sousa chinensis (Indo-pacific humpbacked dolphin) (Steno chinensis)	3345	unreviewed	1.0					QWLN02006713;					IPR002126;IPR015919;IPR020894;IPR033030;	
A0A4U1ERJ9	A0A4U1ERJ9_MONMO	EI555_016363	Uncharacterized protein	Monodon monoceros (Narwhal) (Ceratodon monodon)	1732	unreviewed	1.0					RWIC01000891;					IPR002126;IPR015919;IPR020894;IPR033030;	
A0A4U1ERL4	A0A4U1ERL4_MONMO	EI555_016360	Uncharacterized protein	Monodon monoceros (Narwhal) (Ceratodon monodon)	1772	unreviewed	1.0					RWIC01000891;					IPR002126;IPR015919;IPR020894;IPR033030;	
A0A4U1EUE4	A0A4U1EUE4_MONMO	GRXCR2 EI555_005544	Glutaredoxin and cysteine rich domain containing 2	Monodon monoceros (Narwhal) (Ceratodon monodon)	246	unreviewed	1.0					RWIC01000780;	ENSMMNT00015005100.1;				IPR033023;IPR036410;	
A0A4U1EXM8	A0A4U1EXM8_MONMO	CLRN2 EI555_017575	Clarin 2	Monodon monoceros (Narwhal) (Ceratodon monodon)	232	unreviewed	1.0					RWIC01000692;	ENSMMNT00015011064.1;				IPR026748;	
A0A4U1FAQ1	A0A4U1FAQ1_MONMO	MCOLN3 EI555_000947	Mucolipin 3	Monodon monoceros (Narwhal) (Ceratodon monodon)	552	unreviewed	1.0					RWIC01000298;	ENSMMNT00015010303.1;				IPR039031;IPR013122;	
A0A4U1FNM8	A0A4U1FNM8_MONMO	TPRN EI555_013243	Taperin	Monodon monoceros (Narwhal) (Ceratodon monodon)	751	unreviewed	1.0					RWIC01000047;	ENSMMNT00015030779.1;				IPR025903;IPR025907;IPR026671;IPR033359;	
A0A643BZ05	A0A643BZ05_BALPH	E2I00_003730	Uncharacterized protein	Balaenoptera physalus (Fin whale) (Balaena physalus)	1240	unreviewed	1.0					SGJD01003285;					IPR002126;IPR015919;IPR020894;IPR033030;	
A0A643BZP0	A0A643BZP0_BALPH	E2I00_003729	Uncharacterized protein	Balaenoptera physalus (Fin whale) (Balaena physalus)	1485	unreviewed	1.0					SGJD01003285;					IPR002126;IPR015919;IPR020894;IPR033030;	
A0A8B8XJ81	A0A8B8XJ81_BALMU	ATOH1	Atonal bHLH transcription factor 1 (protein atonal homolog 1)	Balaenoptera musculus (Blue whale)	353	unreviewed	1.0			XP_036709808.1;			ENSBMST00010000326.1;				IPR032661;IPR011598;IPR036638;	
A0A8C9AUM0	A0A8C9AUM0_PHOSS	ATOH1	Atonal bHLH transcription factor 1	Phocoena sinus (Vaquita)	353	unreviewed	1.0						ENSPSNT00000000837.1;				IPR032661;IPR011598;IPR036638;	
L0BW67	L0BW67_TURTR	CDH23	Cadherin-related 23	Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus)	43	unreviewed	1.0					JX856368;					IPR002126;IPR015919;IPR033030;	
