Entry	Entry Name	Gene Names	Protein names	Organism	Length	Reviewed	Annotation	Function [CC]	GeneID	RefSeq	KEGG	EMBL	Ensembl	EnsemblMetazoa	OrthoDB	PIR	InterPro	CCDS
A0A2Y9TA57	A0A2Y9TA57_PHYMC	CTHRC1	collagen triple helix repeat-containing protein 1 isoform X1	Physeter macrocephalus (Sperm whale) (Physeter catodon)	245	unreviewed	3.0			XP_023985730.1;	pcad:102991063;		ENSPCTT00005033038;					
A0A455C6M6	A0A455C6M6_PHYMC	MAFB	Transcription factor MafB	Physeter macrocephalus (Sperm whale) (Physeter catodon)	323	unreviewed	3.0			XP_028355533.1;	pcad:102993621;		ENSPCTT00005028659;				IPR004827;IPR004826;IPR046347;IPR013592;IPR028571;IPR008917;IPR024874;	
A0A4U1EBC0	A0A4U1EBC0_MONMO	GBX2 EI555_009389	Gastrulation brain homeobox 2	Monodon monoceros (Narwhal) (Ceratodon monodon)	348	unreviewed	3.0					RWIC01004079;	ENSMMNT00015012832.1;				IPR042982;IPR031250;IPR009057;IPR017970;IPR001356;IPR020479;	
A0A4U1ET95	A0A4U1ET95_MONMO	ATOH1 EI555_015308	Atonal bHLH transcription factor 1	Monodon monoceros (Narwhal) (Ceratodon monodon)	352	unreviewed	3.0					RWIC01000837;	ENSMMNT00015016898.1;				IPR032661;IPR011598;IPR036638;	
A0A4U1F2M2	A0A4U1F2M2_MONMO	MAFB EI555_005247	Transcription factor MafB	Monodon monoceros (Narwhal) (Ceratodon monodon)	323	unreviewed	3.0					RWIC01000493;	ENSMMNT00015003286.1;				IPR004827;IPR004826;IPR046347;IPR013592;IPR028571;IPR008917;IPR024874;	
A0A4U1FSV8	A0A4U1FSV8_MONMO	USH1G EI555_014900	USH1 protein network component sans	Monodon monoceros (Narwhal) (Ceratodon monodon)	461	unreviewed	3.0	FUNCTION: Plays a central role during spermatogenesis by repressing transposable elements and preventing their mobilization, which is essential for the germline integrity. Acts via the piRNA metabolic process, which mediates the repression of transposable elements during meiosis by forming complexes composed of piRNAs and Piwi proteins and governs the methylation and subsequent repression of transposons. Its association with pi-bodies suggests a participation in the primary piRNAs metabolic process. Required prior to the pachytene stage to facilitate the production of multiple types of piRNAs, including those associated with repeats involved in the regulation of retrotransposons. May act by mediating protein-protein interactions during germ cell maturation. {ECO:0000256|ARBA:ARBA00025297}.				RWIC01000005;	ENSMMNT00015032553.1;				IPR002110;IPR036770;IPR001660;IPR013761;IPR037602;	
A0A4V5P9X6	A0A4V5P9X6_MONMO	ALDH1A3 EI555_016642	Aldehyde dehydrogenase 1 family member A3	Monodon monoceros (Narwhal) (Ceratodon monodon)	512	unreviewed	3.0					RWIC01000451;	ENSMMNT00015016679.1;				IPR016161;IPR016163;IPR016160;IPR029510;IPR016162;IPR015590;	
A0A2U4BQR7	A0A2U4BQR7_TURTR	HMX3	homeobox protein HMX3	Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus)	357	unreviewed	2.0		101323943;	XP_019795501.1;			ENSTTRT00000016192;				IPR009057;IPR017970;IPR001356;IPR020479;	
A0A2Y9ESF0	A0A2Y9ESF0_PHYMC	OTX1	homeobox protein OTX1	Physeter macrocephalus (Sperm whale) (Physeter catodon)	355	unreviewed	2.0		102973265;	XP_007108172.1;	pcad:102973265;		ENSPCTT00005010542;				IPR009057;IPR017970;IPR001356;IPR003026;IPR003025;IPR013851;	
A0A2Y9F3S9	A0A2Y9F3S9_PHYMC	HMX2	homeobox protein HMX2	Physeter macrocephalus (Sperm whale) (Physeter catodon)	274	unreviewed	2.0			XP_007114000.2;	pcad:102993427;		ENSPCTT00005007132;				IPR009057;IPR017970;IPR001356;IPR020479;	
A0A2Y9F5W6	A0A2Y9F5W6_PHYMC	POU4F3	POU domain protein	Physeter macrocephalus (Sperm whale) (Physeter catodon)	338	unreviewed	2.0		102979619;	XP_007115350.1;	pcad:102979619;		ENSPCTT00005003725;				IPR001387;IPR009057;IPR017970;IPR001356;IPR010982;IPR013847;IPR032961;IPR000327;	
A0A2Y9FPI1	A0A2Y9FPI1_PHYMC	PLS1	plastin-1	Physeter macrocephalus (Sperm whale) (Physeter catodon)	630	unreviewed	2.0		102978844;	XP_007126550.1;	pcad:102978844;		ENSPCTT00005000142;				IPR001589;IPR001715;IPR036872;IPR011992;IPR018247;IPR002048;IPR039959;IPR030235;	
A0A2Y9FUF0	A0A2Y9FUF0_PHYMC	CHRNA9	neuronal acetylcholine receptor subunit alpha-9	Physeter macrocephalus (Sperm whale) (Physeter catodon)	479	unreviewed	2.0		102994999;	XP_007129308.1;	pcad:102994999;		ENSPCTT00005023390;				IPR006202;IPR036734;IPR006201;IPR036719;IPR038050;IPR006029;IPR018000;IPR002394;	
A0A2Y9LDI5	A0A2Y9LDI5_DELLE	GRHL3	grainyhead-like protein 3 homolog isoform X2	Delphinapterus leucas (Beluga whale)	602	unreviewed	2.0			XP_022407660.1;	dle:111163349;		ENSDLET00000015716;				IPR007604;	
A0A2Y9LI84	A0A2Y9LI84_DELLE	SOBP	sine oculis-binding protein homolog isoform X2	Delphinapterus leucas (Beluga whale)	868	unreviewed	2.0			XP_022409344.1;			ENSDLET00000026709;				IPR026092;	
A0A2Y9MKH1	A0A2Y9MKH1_DELLE	OTOP1	proton channel OTOP1	Delphinapterus leucas (Beluga whale)	606	unreviewed	2.0			XP_022422719.1;	dle:111171448;		ENSDLET00000024081;				IPR004878;	
A0A2Y9MPH7	A0A2Y9MPH7_DELLE	CHRNA9	neuronal acetylcholine receptor subunit alpha-9	Delphinapterus leucas (Beluga whale)	480	unreviewed	2.0			XP_022422851.1;	dle:111171527;		ENSDLET00000020720;				IPR006202;IPR036734;IPR006201;IPR036719;IPR038050;IPR006029;IPR018000;IPR002394;	
A0A2Y9MW96	A0A2Y9MW96_DELLE	HMX2	homeobox protein HMX2	Delphinapterus leucas (Beluga whale)	273	unreviewed	2.0			XP_022425216.1;	dle:111172597;		ENSDLET00000030122;				IPR009057;IPR017970;IPR001356;IPR020479;	
A0A2Y9N1E8	A0A2Y9N1E8_DELLE	HMX3	homeobox protein HMX3	Delphinapterus leucas (Beluga whale)	360	unreviewed	2.0			XP_022425217.1;	dle:111172598;		ENSDLET00000030128;				IPR009057;IPR017970;IPR001356;IPR020479;	
A0A2Y9N289	A0A2Y9N289_DELLE	LRIG1	leucine-rich repeats and immunoglobulin-like domains protein 1	Delphinapterus leucas (Beluga whale)	1106	unreviewed	2.0			XP_022428315.1;	dle:111174212;		ENSDLET00000012264;				IPR000483;IPR007110;IPR036179;IPR013783;IPR013098;IPR003599;IPR003598;IPR001611;IPR003591;IPR032675;IPR000372;	
A0A2Y9NMT1	A0A2Y9NMT1_DELLE	POU3F4	POU domain protein	Delphinapterus leucas (Beluga whale)	363	unreviewed	2.0			XP_022436424.1;	dle:111178171;		ENSDLET00000003189;				IPR009057;IPR017970;IPR001356;IPR010982;IPR013847;IPR000327;IPR016362;	
A0A2Y9NTQ4	A0A2Y9NTQ4_DELLE	PLS1	plastin-1 isoform X1	Delphinapterus leucas (Beluga whale)	630	unreviewed	2.0			XP_022438379.1;XP_030617392.1;	dle:111179268;		ENSDLET00000004129;				IPR001589;IPR001715;IPR036872;IPR011992;IPR018247;IPR002048;IPR039959;IPR030235;	
A0A2Y9P9C7	A0A2Y9P9C7_DELLE	COL11A1	collagen alpha-1(XI) chain isoform X1	Delphinapterus leucas (Beluga whale)	1805	unreviewed	2.0			XP_022439907.1;XP_022439908.1;	dle:111180105;		ENSDLET00000019823;				IPR008160;IPR013320;IPR000885;IPR001791;	
A0A2Y9PH09	A0A2Y9PH09_DELLE	TIFAB	TRAF-interacting protein with FHA domain-containing protein B	Delphinapterus leucas (Beluga whale)	197	unreviewed	2.0			XP_022444561.1;	dle:111182464;		ENSDLET00000006370;				IPR000253;IPR008984;IPR033621;	
A0A2Y9PL45	A0A2Y9PL45_DELLE	POU4F3	POU domain protein	Delphinapterus leucas (Beluga whale)	338	unreviewed	2.0			XP_022445981.1;	dle:111183170;		ENSDLET00000004706;				IPR001387;IPR009057;IPR017970;IPR001356;IPR010982;IPR013847;IPR032961;IPR000327;	
A0A2Y9PVK1	A0A2Y9PVK1_DELLE	FOXI1	forkhead box protein I1	Delphinapterus leucas (Beluga whale)	378	unreviewed	2.0			XP_022450894.1;XP_022450895.1;XP_022450896.1;XP_022450897.1;XP_030618560.1;	dle:111185526;		ENSDLET00000018108;				IPR001766;IPR033065;IPR018122;IPR030456;IPR036388;IPR036390;	
A0A2Y9Q5Q8	A0A2Y9Q5Q8_DELLE	OTX1	homeobox protein OTX1	Delphinapterus leucas (Beluga whale)	355	unreviewed	2.0			XP_022452945.1;XP_030619062.1;	dle:111186530;		ENSDLET00000020886;				IPR009057;IPR017970;IPR001356;IPR003026;IPR003025;IPR013851;	
A0A2Y9S1F2	A0A2Y9S1F2_PHYMC	SOBP	sine oculis-binding protein homolog isoform X3	Physeter macrocephalus (Sperm whale) (Physeter catodon)	868	unreviewed	2.0			XP_023971282.1;	pcad:102976401;		ENSPCTT00005021456;				IPR026092;	
A0A2Y9SGL3	A0A2Y9SGL3_PHYMC	BLOC1S5	Biogenesis of lysosome-related organelles complex 1 subunit 5 (Protein Muted homolog)	Physeter macrocephalus (Sperm whale) (Physeter catodon)	202	unreviewed	2.0			XP_023977573.1;	pcad:102984810;		ENSPCTT00005010769;				IPR017243;	
A0A2Y9SKQ3	A0A2Y9SKQ3_PHYMC	HMX3	homeobox protein HMX3	Physeter macrocephalus (Sperm whale) (Physeter catodon)	359	unreviewed	2.0			XP_023976925.1;	pcad:112064200;		ENSPCTT00005007109;				IPR009057;IPR017970;IPR001356;IPR020479;	
A0A2Y9SVA5	A0A2Y9SVA5_PHYMC	LRIG1	leucine-rich repeats and immunoglobulin-like domains protein 1 isoform X3	Physeter macrocephalus (Sperm whale) (Physeter catodon)	1106	unreviewed	2.0			XP_023979724.1;	pcad:102989150;		ENSPCTT00005018282;				IPR000483;IPR007110;IPR036179;IPR013783;IPR013098;IPR003599;IPR003598;IPR001611;IPR003591;IPR032675;IPR000372;	
A0A2Y9T7X8	A0A2Y9T7X8_PHYMC	DLX6	homeobox protein DLX-6	Physeter macrocephalus (Sperm whale) (Physeter catodon)	298	unreviewed	2.0			XP_023987031.1;	pcad:102981889;		ENSPCTT00005006585;				IPR009057;IPR017970;IPR001356;IPR020479;IPR000047;	
A0A455AWE4	A0A455AWE4_PHYMC	GRHL3	grainyhead-like protein 3 homolog	Physeter macrocephalus (Sperm whale) (Physeter catodon)	565	unreviewed	2.0			XP_028340509.1;	pcad:102978146;		ENSPCTT00005011512;				IPR007604;	
A0A4U1EVS5	A0A4U1EVS5_MONMO	POU4F3 EI555_005538	POU domain protein	Monodon monoceros (Narwhal) (Ceratodon monodon)	338	unreviewed	2.0					RWIC01000780;	ENSMMNT00015005425.1;				IPR001387;IPR009057;IPR017970;IPR001356;IPR010982;IPR013847;IPR032961;IPR000327;	
A0A4U1EWC0	A0A4U1EWC0_MONMO	HMX2 EI555_008897	H6 family homeobox 2	Monodon monoceros (Narwhal) (Ceratodon monodon)	273	unreviewed	2.0					RWIC01000750;	ENSMMNT00015032257.1;				IPR009057;IPR017970;IPR001356;IPR020479;	
A0A4U1FT40	A0A4U1FT40_MONMO	FOXI1 EI555_003051	Forkhead box I1	Monodon monoceros (Narwhal) (Ceratodon monodon)	378	unreviewed	2.0					RWIC01000028;	ENSMMNT00015009714.1;				IPR001766;IPR033065;IPR018122;IPR030456;IPR036388;IPR036390;	
A0A2U3V994	A0A2U3V994_TURTR	GRXCR2	glutaredoxin domain-containing cysteine-rich protein 2	Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus)	246	unreviewed	1.0		101318355;	XP_004328820.1;			ENSTTRT00000016709;				IPR033023;IPR036410;	
A0A2Y9EHZ2	A0A2Y9EHZ2_PHYMC	CLRN2	clarin-2	Physeter macrocephalus (Sperm whale) (Physeter catodon)	232	unreviewed	1.0		102995126;	XP_007101942.1;	pcad:102995126;		ENSPCTT00005024450;				IPR026748;	
A0A2Y9EZ93	A0A2Y9EZ93_PHYMC	LHFPL5	LHFPL tetraspan subfamily member 5 protein	Physeter macrocephalus (Sperm whale) (Physeter catodon)	219	unreviewed	1.0		102994796;	XP_007110852.1;	pcad:102994796;		ENSPCTT00005028044;				IPR019372;	
A0A2Y9FJ26	A0A2Y9FJ26_PHYMC	GRXCR2	glutaredoxin domain-containing cysteine-rich protein 2	Physeter macrocephalus (Sperm whale) (Physeter catodon)	246	unreviewed	1.0		102995040;	XP_007122684.1;	pcad:102995040;		ENSPCTT00005003240;				IPR033023;IPR036410;	
A0A2Y9FLT4	A0A2Y9FLT4_PHYMC	FOXI1	forkhead box protein I1 isoform X1	Physeter macrocephalus (Sperm whale) (Physeter catodon)	378	unreviewed	1.0		102992012;	XP_007125626.1;	pcad:102992012;		ENSPCTT00005002849;				IPR001766;IPR033065;IPR018122;IPR030456;IPR036388;IPR036390;	
A0A2Y9N0M7	A0A2Y9N0M7_DELLE	CLRN2	clarin-2	Delphinapterus leucas (Beluga whale)	232	unreviewed	1.0			XP_022422858.1;	dle:111171561;		ENSDLET00000022868;				IPR026748;	
A0A2Y9N7I0	A0A2Y9N7I0_DELLE	LRIG3	leucine-rich repeats and immunoglobulin-like domains protein 3 isoform X1	Delphinapterus leucas (Beluga whale)	1119	unreviewed	1.0			XP_022427372.1;	dle:111173814;		ENSDLET00000006593;				IPR000483;IPR007110;IPR036179;IPR013783;IPR013098;IPR003599;IPR003598;IPR001611;IPR003591;IPR032675;	
A0A2Y9NLN8	A0A2Y9NLN8_DELLE	TPRN	taperin	Delphinapterus leucas (Beluga whale)	751	unreviewed	1.0			XP_022433781.1;	dle:111176986;		ENSDLET00000021846;				IPR025903;IPR025907;IPR026671;IPR033359;	
A0A4U1EUE4	A0A4U1EUE4_MONMO	GRXCR2 EI555_005544	Glutaredoxin and cysteine rich domain containing 2	Monodon monoceros (Narwhal) (Ceratodon monodon)	246	unreviewed	1.0					RWIC01000780;	ENSMMNT00015005100.1;				IPR033023;IPR036410;	
A0A4U1EXM8	A0A4U1EXM8_MONMO	CLRN2 EI555_017575	Clarin 2	Monodon monoceros (Narwhal) (Ceratodon monodon)	232	unreviewed	1.0					RWIC01000692;	ENSMMNT00015011064.1;				IPR026748;	
A0A4U1FNM8	A0A4U1FNM8_MONMO	TPRN EI555_013243	Taperin	Monodon monoceros (Narwhal) (Ceratodon monodon)	751	unreviewed	1.0					RWIC01000047;	ENSMMNT00015030779.1;				IPR025903;IPR025907;IPR026671;IPR033359;	
