Entry	Entry Name	Gene Names	Protein names	Organism	Length	Reviewed	Annotation	Function [CC]	GeneID	RefSeq	KEGG	EMBL	Ensembl	EnsemblMetazoa	OrthoDB	PIR	InterPro	CCDS
A0A4U1FGX8	A0A4U1FGX8_MONMO	GJB2 EI555_002257	Gap junction protein	Monodon monoceros (Narwhal) (Ceratodon monodon)	226	unreviewed	3.0	FUNCTION: One gap junction consists of a cluster of closely packed pairs of transmembrane channels, the connexons, through which materials of low MW diffuse from one cell to a neighboring cell. {ECO:0000256|RuleBase:RU000630}.				RWIC01000134;	ENSMMNT00015032764.1;				IPR000500;IPR002268;IPR019570;IPR017990;IPR013092;IPR038359;	
A0A4U1FNW8	A0A4U1FNW8_MONMO	EI555_015836	Unconventional myosin-VI (Unconventional myosin-6)	Monodon monoceros (Narwhal) (Ceratodon monodon)	882	unreviewed	3.0					RWIC01000069;					IPR036961;IPR032412;IPR001609;IPR027417;	
A0A4U1FSV8	A0A4U1FSV8_MONMO	USH1G EI555_014900	USH1 protein network component sans	Monodon monoceros (Narwhal) (Ceratodon monodon)	461	unreviewed	3.0	FUNCTION: Plays a central role during spermatogenesis by repressing transposable elements and preventing their mobilization, which is essential for the germline integrity. Acts via the piRNA metabolic process, which mediates the repression of transposable elements during meiosis by forming complexes composed of piRNAs and Piwi proteins and governs the methylation and subsequent repression of transposons. Its association with pi-bodies suggests a participation in the primary piRNAs metabolic process. Required prior to the pachytene stage to facilitate the production of multiple types of piRNAs, including those associated with repeats involved in the regulation of retrotransposons. May act by mediating protein-protein interactions during germ cell maturation. {ECO:0000256|ARBA:ARBA00025297}.				RWIC01000005;	ENSMMNT00015032553.1;				IPR002110;IPR036770;IPR001660;IPR013761;IPR037602;	
A0A4V5P7S6	A0A4V5P7S6_MONMO	CDKN2D EI555_010508	Cyclin dependent kinase inhibitor 2D	Monodon monoceros (Narwhal) (Ceratodon monodon)	166	unreviewed	3.0					RWIC01000667;	ENSMMNT00015001172.1;				IPR002110;IPR036770;	
A0A643CE82	A0A643CE82_BALPH	E2I00_014636	Eyes absent homolog, EC 3.1.3.48	Balaenoptera physalus (Fin whale) (Balaena physalus)	339	unreviewed	3.0					SGJD01001736;					IPR028478;IPR038102;IPR028472;	
A0A6J3RYW0	A0A6J3RYW0_TURTR	RIPOR2	Rho family-interacting cell polarization regulator 2	Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus)	1064	unreviewed	3.0			XP_019800747.1;XP_033719792.1;							IPR011989;IPR016024;IPR031780;IPR033035;IPR026136;	
A0A6J3S8S5	A0A6J3S8S5_TURTR	EYA4	Eyes absent homolog, EC 3.1.3.48	Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus)	616	unreviewed	3.0			XP_033723248.1;							IPR028478;IPR006545;IPR042577;IPR038102;IPR028472;	
A0A6J3S9Y1	A0A6J3S9Y1_TURTR	EYA4	Eyes absent homolog, EC 3.1.3.48	Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus)	591	unreviewed	3.0			XP_033723249.1;							IPR028478;IPR006545;IPR042577;IPR038102;IPR028472;	
A0A8B8XZS4	A0A8B8XZS4_BALMU	LOC118898713	Catechol O-methyltransferase, EC 2.1.1.6 (Catechol O-methyltransferase 2)	Balaenoptera musculus (Blue whale)	431	unreviewed	3.0			XP_036715041.1;							IPR001611;IPR032675;IPR029063;IPR002935;IPR033025;	
A0A8B8YV66	A0A8B8YV66_BALMU	RIPOR2	Rho family-interacting cell polarization regulator 2	Balaenoptera musculus (Blue whale)	1043	unreviewed	3.0			XP_036725749.1;			ENSBMST00010015284.1;				IPR011989;IPR016024;IPR031780;IPR033035;IPR026136;	
A0A8B8YXD9	A0A8B8YXD9_BALMU	MYO6	Unconventional myosin-VI (Unconventional myosin-6)	Balaenoptera musculus (Blue whale)	1295	unreviewed	3.0			XP_036727203.1;							IPR036961;IPR032412;IPR001609;IPR004009;IPR008989;IPR036114;IPR027417;	
A0A8B8YXI5	A0A8B8YXI5_BALMU	MYO6	Unconventional myosin-VI (Unconventional myosin-6)	Balaenoptera musculus (Blue whale)	1299	unreviewed	3.0			XP_036727202.1;							IPR036961;IPR032412;IPR001609;IPR004009;IPR008989;IPR036114;IPR027417;	
A0A8B8YXJ0	A0A8B8YXJ0_BALMU	MYO6	Unconventional myosin-VI (Unconventional myosin-6)	Balaenoptera musculus (Blue whale)	1263	unreviewed	3.0			XP_036727207.1;							IPR036961;IPR032412;IPR001609;IPR004009;IPR008989;IPR036114;IPR027417;	
A0A8B8YXV7	A0A8B8YXV7_BALMU	EYA4	Eyes absent homolog, EC 3.1.3.48	Balaenoptera musculus (Blue whale)	630	unreviewed	3.0			XP_036727368.1;							IPR028478;IPR006545;IPR042577;IPR038102;IPR028472;	
A0A8B8YXY8	A0A8B8YXY8_BALMU	EYA4	Eyes absent homolog, EC 3.1.3.48	Balaenoptera musculus (Blue whale)	666	unreviewed	3.0			XP_036727362.1;							IPR028478;IPR006545;IPR042577;IPR038102;IPR028472;	
A0A8B8YZD8	A0A8B8YZD8_BALMU	MYO6	Unconventional myosin-VI (Unconventional myosin-6)	Balaenoptera musculus (Blue whale)	1295	unreviewed	3.0			XP_036727204.1;							IPR036961;IPR032412;IPR001609;IPR004009;IPR008989;IPR036114;IPR027417;	
A0A8B8YZV0	A0A8B8YZV0_BALMU	EYA4	Eyes absent homolog, EC 3.1.3.48	Balaenoptera musculus (Blue whale)	645	unreviewed	3.0			XP_036727364.1;							IPR028478;IPR006545;IPR042577;IPR038102;IPR028472;	
A0A8B8YZV5	A0A8B8YZV5_BALMU	EYA4	Eyes absent homolog, EC 3.1.3.48	Balaenoptera musculus (Blue whale)	616	unreviewed	3.0			XP_036727369.1;							IPR028478;IPR006545;IPR042577;IPR038102;IPR028472;	
A0A8B8Z0Y8	A0A8B8Z0Y8_BALMU	RIPOR2	Rho family-interacting cell polarization regulator 2	Balaenoptera musculus (Blue whale)	1014	unreviewed	3.0			XP_036725750.1;XP_036725751.1;							IPR011989;IPR016024;IPR031780;IPR033035;IPR026136;	
A0A8B8Z2A2	A0A8B8Z2A2_BALMU	MYO6	Unconventional myosin-VI (Unconventional myosin-6)	Balaenoptera musculus (Blue whale)	1272	unreviewed	3.0			XP_036727206.1;							IPR036961;IPR032412;IPR001609;IPR004009;IPR008989;IPR036114;IPR027417;	
A0A8B8Z2S1	A0A8B8Z2S1_BALMU	EYA4	Eyes absent homolog, EC 3.1.3.48	Balaenoptera musculus (Blue whale)	689	unreviewed	3.0			XP_036727359.1;XP_036727360.1;XP_036727361.1;							IPR028478;IPR006545;IPR042577;IPR038102;IPR028472;	
A0A8B8Z4X6	A0A8B8Z4X6_BALMU	MYO6	Unconventional myosin-VI (Unconventional myosin-6)	Balaenoptera musculus (Blue whale)	1304	unreviewed	3.0			XP_036727200.1;							IPR036961;IPR032412;IPR001609;IPR004009;IPR008989;IPR036114;IPR027417;	
A0A8B8Z4Y0	A0A8B8Z4Y0_BALMU	MYO6	Unconventional myosin-VI (Unconventional myosin-6)	Balaenoptera musculus (Blue whale)	1285	unreviewed	3.0			XP_036727205.1;							IPR036961;IPR032412;IPR001609;IPR004009;IPR008989;IPR036114;IPR027417;	
A0A8B8Z5D8	A0A8B8Z5D8_BALMU	EYA4	Eyes absent homolog, EC 3.1.3.48	Balaenoptera musculus (Blue whale)	639	unreviewed	3.0			XP_036727365.1;							IPR028478;IPR006545;IPR042577;IPR038102;IPR028472;	
A0A8B8Z5E2	A0A8B8Z5E2_BALMU	EYA4	Eyes absent homolog, EC 3.1.3.48	Balaenoptera musculus (Blue whale)	616	unreviewed	3.0			XP_036727370.1;			ENSBMST00010028841.1;				IPR028478;IPR006545;IPR042577;IPR038102;IPR028472;	
A0A8C0D0Z4	A0A8C0D0Z4_BALMU	RIPOR2	Rho family-interacting cell polarization regulator 2	Balaenoptera musculus (Blue whale)	586	unreviewed	3.0						ENSBMST00010015359.1;				IPR031780;IPR033035;IPR026136;	
A0A8C0D104	A0A8C0D104_BALMU	RIPOR2	Rho family-interacting cell polarization regulator 2	Balaenoptera musculus (Blue whale)	657	unreviewed	3.0						ENSBMST00010015373.1;				IPR031780;IPR033035;IPR026136;	
A0A8C0D151	A0A8C0D151_BALMU	RIPOR2	Rho family-interacting cell polarization regulator 2	Balaenoptera musculus (Blue whale)	1063	unreviewed	3.0						ENSBMST00010015351.1;				IPR011989;IPR016024;IPR031780;IPR033035;IPR026136;	
A0A8C0DGT4	A0A8C0DGT4_BALMU	MYO6	Unconventional myosin-VI (Unconventional myosin-6)	Balaenoptera musculus (Blue whale)	1212	unreviewed	3.0						ENSBMST00010023538.1;				IPR036961;IPR032412;IPR001609;IPR036114;IPR027417;	
A0A8C0DI21	A0A8C0DI21_BALMU	MYO6	Unconventional myosin-VI (Unconventional myosin-6)	Balaenoptera musculus (Blue whale)	1285	unreviewed	3.0						ENSBMST00010023373.1;				IPR036961;IPR032412;IPR001609;IPR004009;IPR008989;IPR036114;IPR027417;	
A0A8C0DK58	A0A8C0DK58_BALMU	MYO6	Unconventional myosin-VI (Unconventional myosin-6)	Balaenoptera musculus (Blue whale)	1285	unreviewed	3.0						ENSBMST00010023343.1;				IPR036961;IPR032412;IPR001609;IPR004009;IPR008989;IPR036114;IPR027417;	
A0A8C0DKA0	A0A8C0DKA0_BALMU	MYO6	Unconventional myosin-VI (Unconventional myosin-6)	Balaenoptera musculus (Blue whale)	1282	unreviewed	3.0						ENSBMST00010023398.1;				IPR036961;IPR032412;IPR001609;IPR004009;IPR008989;IPR036114;IPR027417;	
A0A8C0DSD0	A0A8C0DSD0_BALMU	EYA4	Eyes absent homolog, EC 3.1.3.48	Balaenoptera musculus (Blue whale)	570	unreviewed	3.0						ENSBMST00010028549.1;				IPR028478;IPR006545;IPR042577;IPR038102;IPR028472;	
A0A8C0DTW1	A0A8C0DTW1_BALMU	EYA4	Eyes absent homolog, EC 3.1.3.48	Balaenoptera musculus (Blue whale)	645	unreviewed	3.0			XP_036727363.1;			ENSBMST00010028713.1;				IPR028478;IPR006545;IPR042577;IPR038102;IPR028472;	
A0A8C0DVJ9	A0A8C0DVJ9_BALMU	EYA4	Eyes absent homolog, EC 3.1.3.48	Balaenoptera musculus (Blue whale)	639	unreviewed	3.0			XP_036727366.1;			ENSBMST00010028829.1;				IPR028478;IPR006545;IPR042577;IPR038102;IPR028472;	
A0A8C0DVM3	A0A8C0DVM3_BALMU	EYA4	Eyes absent homolog, EC 3.1.3.48	Balaenoptera musculus (Blue whale)	585	unreviewed	3.0						ENSBMST00010028854.1;				IPR028478;IPR006545;IPR042577;IPR038102;IPR028472;	
A0A8C0HYU8	A0A8C0HYU8_BALMU	RIPOR2	Rho family-interacting cell polarization regulator 2	Balaenoptera musculus (Blue whale)	642	unreviewed	3.0						ENSBMST00010015369.1;				IPR031780;IPR033035;IPR026136;	
A0A8C0I2C6	A0A8C0I2C6_BALMU	MYO6	Unconventional myosin-VI (Unconventional myosin-6)	Balaenoptera musculus (Blue whale)	1266	unreviewed	3.0						ENSBMST00010023471.1;				IPR036961;IPR032412;IPR001609;IPR004009;IPR008989;IPR036114;IPR027417;	
A0A8C6AN21	A0A8C6AN21_MONMO	EYA4	Eyes absent homolog, EC 3.1.3.48	Monodon monoceros (Narwhal) (Ceratodon monodon)	616	unreviewed	3.0						ENSMMNT00015004561.1;				IPR028478;IPR006545;IPR042577;IPR038102;IPR028472;	
A0A8C6APH8	A0A8C6APH8_MONMO	EYA4	Eyes absent homolog, EC 3.1.3.48	Monodon monoceros (Narwhal) (Ceratodon monodon)	570	unreviewed	3.0						ENSMMNT00015004501.1;				IPR028478;IPR006545;IPR042577;IPR038102;IPR028472;	
A0A8C6APT8	A0A8C6APT8_MONMO	EYA4	Eyes absent homolog, EC 3.1.3.48	Monodon monoceros (Narwhal) (Ceratodon monodon)	585	unreviewed	3.0						ENSMMNT00015004586.1;				IPR028478;IPR006545;IPR042577;IPR038102;IPR028472;	
A0A8C6AR61	A0A8C6AR61_MONMO	EYA4	Eyes absent homolog, EC 3.1.3.48	Monodon monoceros (Narwhal) (Ceratodon monodon)	645	unreviewed	3.0						ENSMMNT00015004546.1;				IPR028478;IPR006545;IPR042577;IPR038102;IPR028472;	
A0A8C6BEW4	A0A8C6BEW4_MONMO	RIPOR2	Rho family-interacting cell polarization regulator 2	Monodon monoceros (Narwhal) (Ceratodon monodon)	1063	unreviewed	3.0						ENSMMNT00015016956.1;				IPR011989;IPR016024;IPR031780;IPR033035;IPR026136;	
A0A8C6BH87	A0A8C6BH87_MONMO	RIPOR2	Rho family-interacting cell polarization regulator 2	Monodon monoceros (Narwhal) (Ceratodon monodon)	1030	unreviewed	3.0						ENSMMNT00015016921.1;				IPR011989;IPR016024;IPR031780;IPR033035;IPR026136;	
A0A8C6BJD0	A0A8C6BJD0_MONMO	RIPOR2	Rho family-interacting cell polarization regulator 2	Monodon monoceros (Narwhal) (Ceratodon monodon)	657	unreviewed	3.0						ENSMMNT00015017011.1;				IPR031780;IPR033035;IPR026136;	
A0A8C6BJV0	A0A8C6BJV0_MONMO	RIPOR2	Rho family-interacting cell polarization regulator 2	Monodon monoceros (Narwhal) (Ceratodon monodon)	1048	unreviewed	3.0						ENSMMNT00015016899.1;				IPR011989;IPR016024;IPR031780;IPR033035;IPR026136;	
A0A8C6BKE7	A0A8C6BKE7_MONMO	RIPOR2	Rho family-interacting cell polarization regulator 2	Monodon monoceros (Narwhal) (Ceratodon monodon)	1050	unreviewed	3.0						ENSMMNT00015016962.1;				IPR011989;IPR016024;IPR031780;IPR033035;IPR026136;	
A0A8C6BKH6	A0A8C6BKH6_MONMO	RIPOR2	Rho family-interacting cell polarization regulator 2	Monodon monoceros (Narwhal) (Ceratodon monodon)	586	unreviewed	3.0						ENSMMNT00015017003.1;				IPR031780;IPR033035;IPR026136;	
A0A8C6CEH5	A0A8C6CEH5_MONMO	MYO6	Unconventional myosin-VI (Unconventional myosin-6)	Monodon monoceros (Narwhal) (Ceratodon monodon)	1285	unreviewed	3.0						ENSMMNT00015032769.1;				IPR036961;IPR032412;IPR001609;IPR004009;IPR008989;IPR036114;IPR027417;	
A0A8C6CET8	A0A8C6CET8_MONMO	MYO6	Unconventional myosin-VI (Unconventional myosin-6)	Monodon monoceros (Narwhal) (Ceratodon monodon)	1262	unreviewed	3.0						ENSMMNT00015032773.1;				IPR036961;IPR032412;IPR001609;IPR004009;IPR008989;IPR036114;IPR027417;	
A0A8C6CLI0	A0A8C6CLI0_MONMO	MYO6	Unconventional myosin-VI (Unconventional myosin-6)	Monodon monoceros (Narwhal) (Ceratodon monodon)	1253	unreviewed	3.0						ENSMMNT00015032797.1;				IPR036961;IPR032412;IPR001609;IPR004009;IPR008989;IPR036114;IPR027417;	
A0A8C6F299	A0A8C6F299_MONMO	EYA4	Eyes absent homolog, EC 3.1.3.48	Monodon monoceros (Narwhal) (Ceratodon monodon)	639	unreviewed	3.0						ENSMMNT00015004577.1;				IPR028478;IPR006545;IPR042577;IPR038102;IPR028472;	
A0A8C9BF38	A0A8C9BF38_PHOSS	RIPOR2	Rho family-interacting cell polarization regulator 2	Phocoena sinus (Vaquita)	1043	unreviewed	3.0						ENSPSNT00000011039.1;				IPR011989;IPR016024;IPR031780;IPR033035;IPR026136;	
A0A8C9BGZ6	A0A8C9BGZ6_PHOSS	RIPOR2	Rho family-interacting cell polarization regulator 2	Phocoena sinus (Vaquita)	657	unreviewed	3.0						ENSPSNT00000011160.1;				IPR031780;IPR033035;IPR026136;	
A0A8C9BJD8	A0A8C9BJD8_PHOSS	RIPOR2	Rho family-interacting cell polarization regulator 2	Phocoena sinus (Vaquita)	1063	unreviewed	3.0						ENSPSNT00000011107.1;				IPR011989;IPR016024;IPR031780;IPR033035;IPR026136;	
A0A8C9BX75	A0A8C9BX75_PHOSS	RIPOR2	Rho family-interacting cell polarization regulator 2	Phocoena sinus (Vaquita)	642	unreviewed	3.0						ENSPSNT00000010900.1;				IPR031780;IPR033035;IPR026136;	
A0A8C9C0X5	A0A8C9C0X5_PHOSS	MYO6	Unconventional myosin-VI (Unconventional myosin-6)	Phocoena sinus (Vaquita)	1285	unreviewed	3.0						ENSPSNT00000016322.1;				IPR036961;IPR032412;IPR001609;IPR004009;IPR008989;IPR036114;IPR027417;	
A0A8C9C1H8	A0A8C9C1H8_PHOSS	MYO6	Unconventional myosin-VI (Unconventional myosin-6)	Phocoena sinus (Vaquita)	1262	unreviewed	3.0						ENSPSNT00000016356.1;				IPR036961;IPR032412;IPR001609;IPR004009;IPR008989;IPR036114;IPR027417;	
A0A8C9E100	A0A8C9E100_PHOSS	RIPOR2	Rho family-interacting cell polarization regulator 2	Phocoena sinus (Vaquita)	586	unreviewed	3.0						ENSPSNT00000011143.1;				IPR031780;IPR033035;IPR026136;	
A0A8C9E381	A0A8C9E381_PHOSS	MYO6	Unconventional myosin-VI (Unconventional myosin-6)	Phocoena sinus (Vaquita)	1285	unreviewed	3.0						ENSPSNT00000016300.1;				IPR036961;IPR032412;IPR001609;IPR004009;IPR008989;IPR036114;IPR027417;	
A0A8C9ECL4	A0A8C9ECL4_PHOSS	EYA4	Eyes absent homolog, EC 3.1.3.48	Phocoena sinus (Vaquita)	645	unreviewed	3.0						ENSPSNT00000033740.1;				IPR028478;IPR006545;IPR042577;IPR038102;IPR028472;	
A0A8C9ECP4	A0A8C9ECP4_PHOSS	EYA4	Eyes absent homolog, EC 3.1.3.48	Phocoena sinus (Vaquita)	616	unreviewed	3.0						ENSPSNT00000033763.1;				IPR028478;IPR006545;IPR042577;IPR038102;IPR028472;	
A0A8C9ECQ0	A0A8C9ECQ0_PHOSS	EYA4	Eyes absent homolog, EC 3.1.3.48	Phocoena sinus (Vaquita)	570	unreviewed	3.0						ENSPSNT00000033698.1;				IPR028478;IPR006545;IPR042577;IPR038102;IPR028472;	
A0A8C9ECW2	A0A8C9ECW2_PHOSS	EYA4	Eyes absent homolog, EC 3.1.3.48	Phocoena sinus (Vaquita)	585	unreviewed	3.0						ENSPSNT00000033776.1;				IPR028478;IPR006545;IPR042577;IPR038102;IPR028472;	
A0A8C9KXP7	A0A8C9KXP7_PHOSS	EYA4	Eyes absent homolog, EC 3.1.3.48	Phocoena sinus (Vaquita)	639	unreviewed	3.0						ENSPSNT00000033759.1;				IPR028478;IPR006545;IPR042577;IPR038102;IPR028472;	
A0A2F0AVM5	A0A2F0AVM5_ESCRO	ESR_01860	Catechol O-methyltransferase, EC 2.1.1.6 (Catechol O-methyltransferase 2)	Eschrichtius robustus (California gray whale) (Eschrichtius gibbosus)	258	unreviewed	2.0					NTJE010008474;					IPR029063;IPR002935;IPR033025;	
A0A2F0AWD1	A0A2F0AWD1_ESCRO	ESR_27949	POU domain protein	Eschrichtius robustus (California gray whale) (Eschrichtius gibbosus)	338	unreviewed	2.0					NTJE010012847;					IPR001387;IPR009057;IPR017970;IPR001356;IPR010982;IPR013847;IPR032961;IPR000327;	
A0A2U3UZE0	A0A2U3UZE0_TURTR	PJVK	pejvakin	Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus)	352	unreviewed	2.0		101322317;	XP_004311474.1;			ENSTTRT00000009696;				IPR007677;IPR040460;	
A0A2U3V0W2	A0A2U3V0W2_TURTR	POU4F3	POU domain protein	Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus)	338	unreviewed	2.0		101324680;	XP_004314230.1;			ENSTTRT00000000937;				IPR001387;IPR009057;IPR017970;IPR001356;IPR010982;IPR013847;IPR032961;IPR000327;	
A0A2U3V241	A0A2U3V241_TURTR	MARVELD2	MARVEL domain-containing protein 2 isoform X1	Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus)	559	unreviewed	2.0		101332494;	XP_004316469.2;XP_004316469.2;XP_019785469.1;							IPR031176;IPR008253;IPR031177;IPR010844;	
A0A2U3V6J0	A0A2U3V6J0_TURTR	CLRN1	clarin-1	Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus)	232	unreviewed	2.0		101340164;	XP_004323708.1;			ENSTTRT00000016866;				IPR026748;	
A0A2U3V977	A0A2U3V977_TURTR	USH1G	Usher syndrome type-1G protein isoform X2	Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus)	461	unreviewed	2.0	FUNCTION: Plays a central role during spermatogenesis by repressing transposable elements and preventing their mobilization, which is essential for the germline integrity. Acts via the piRNA metabolic process, which mediates the repression of transposable elements during meiosis by forming complexes composed of piRNAs and Piwi proteins and governs the methylation and subsequent repression of transposons. Its association with pi-bodies suggests a participation in the primary piRNAs metabolic process. Required prior to the pachytene stage to facilitate the production of multiple types of piRNAs, including those associated with repeats involved in the regulation of retrotransposons. May act by mediating protein-protein interactions during germ cell maturation. {ECO:0000256|ARBA:ARBA00025297}.	101334100;	XP_004328925.1;							IPR002110;IPR036770;IPR001660;IPR013761;IPR037602;	
A0A2U4AWY3	A0A2U4AWY3_TURTR	MARVELD2	MARVEL domain-containing protein 2 isoform X3	Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus)	537	unreviewed	2.0		101332494;	XP_019785472.1;							IPR031176;IPR008253;IPR031177;IPR010844;	
A0A2U4AWZ6	A0A2U4AWZ6_TURTR	MARVELD2	MARVEL domain-containing protein 2 isoform X2	Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus)	547	unreviewed	2.0		101332494;	XP_019785471.1;							IPR031176;IPR008253;IPR031177;IPR010844;	
A0A2U4BFM8	A0A2U4BFM8_TURTR	PCDH15	protocadherin-15 isoform X4	Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus)	1681	unreviewed	2.0		101339773;	XP_019792025.1;							IPR002126;IPR015919;IPR020894;IPR041149;IPR030718;	
A0A2U4BFW5	A0A2U4BFW5_TURTR	PCDH15	protocadherin-15 isoform X5	Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus)	1676	unreviewed	2.0		101339773;	XP_019792110.1;							IPR002126;IPR015919;IPR020894;IPR041149;IPR030718;	
A0A2U4BFX7	A0A2U4BFX7_TURTR	PCDH15	protocadherin-15 isoform X1	Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus)	1787	unreviewed	2.0		101339773;	XP_019791974.1;							IPR002126;IPR015919;IPR020894;IPR041149;IPR030718;	
A0A2U4BG45	A0A2U4BG45_TURTR	PCDH15	protocadherin-15 isoform X7	Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus)	1538	unreviewed	2.0		101339773;	XP_019792182.1;							IPR002126;IPR015919;IPR020894;IPR041149;IPR030718;	
A0A2U4BPI2	A0A2U4BPI2_TURTR	LOC101321649	Catechol O-methyltransferase, EC 2.1.1.6 (Catechol O-methyltransferase 2)	Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus)	258	unreviewed	2.0		101321649;	XP_019795115.1;							IPR029063;IPR002935;IPR033025;	
A0A2U4CQJ5	A0A2U4CQJ5_TURTR	EPYC	epiphycan	Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus)	321	unreviewed	2.0		101330463;	XP_019807721.1;			ENSTTRT00000001335;				IPR027217;IPR001611;IPR003591;IPR032675;IPR000372;IPR043547;	
A0A2Y9ER90	A0A2Y9ER90_PHYMC	TMC1	Transmembrane channel-like protein	Physeter macrocephalus (Sperm whale) (Physeter catodon)	761	unreviewed	2.0			XP_007106666.3;	pcad:102987955;		ENSPCTT00005003079;				IPR038900;IPR012496;	
A0A2Y9ESM3	A0A2Y9ESM3_PHYMC	COL11A2	collagen alpha-2(XI) chain isoform X1	Physeter macrocephalus (Sperm whale) (Physeter catodon)	1736	unreviewed	2.0		102995996;	XP_007107940.1;	pcad:102995996;		ENSPCTT00005017627;				IPR008160;IPR013320;IPR000885;IPR001791;	
A0A2Y9F5W6	A0A2Y9F5W6_PHYMC	POU4F3	POU domain protein	Physeter macrocephalus (Sperm whale) (Physeter catodon)	338	unreviewed	2.0		102979619;	XP_007115350.1;	pcad:102979619;		ENSPCTT00005003725;				IPR001387;IPR009057;IPR017970;IPR001356;IPR010982;IPR013847;IPR032961;IPR000327;	
A0A2Y9FF56	A0A2Y9FF56_PHYMC	COCH	Cochlin	Physeter macrocephalus (Sperm whale) (Physeter catodon)	551	unreviewed	2.0	FUNCTION: Plays a role in the control of cell shape and motility in the trabecular meshwork. {ECO:0000256|ARBA:ARBA00003388}.	102975204;	XP_007120200.1;	pcad:102975204;		ENSPCTT00005010462;				IPR030743;IPR004043;IPR036609;IPR002035;IPR036465;	
A0A2Y9FIT8	A0A2Y9FIT8_PHYMC	SLC52A3	Riboflavin transporter	Physeter macrocephalus (Sperm whale) (Physeter catodon)	469	unreviewed	2.0	FUNCTION: Plasma membrane transporter mediating the uptake by cells of the water soluble vitamin B2/riboflavin that plays a key role in biochemical oxidation-reduction reactions of the carbohydrate, lipid, and amino acid metabolism. {ECO:0000256|RuleBase:RU368035}.	102974946;	XP_007124292.1;XP_007124293.1;XP_007124294.1;XP_023984257.1;	pcad:102974946;		ENSPCTT00005007155;				IPR009357;	
A0A2Y9FKF4	A0A2Y9FKF4_PHYMC	EPYC	epiphycan	Physeter macrocephalus (Sperm whale) (Physeter catodon)	321	unreviewed	2.0		102975116;	XP_007123753.1;	pcad:102975116;		ENSPCTT00005033304;				IPR027217;IPR001611;IPR003591;IPR032675;IPR000372;IPR043547;	
A0A2Y9FT17	A0A2Y9FT17_PHYMC	MARVELD2	MARVEL domain-containing protein 2 isoform X1	Physeter macrocephalus (Sperm whale) (Physeter catodon)	557	unreviewed	2.0			XP_007130004.2;XP_007130005.2;XP_023982096.1;	pcad:102982971;						IPR031176;IPR008253;IPR031177;IPR010844;	
A0A2Y9FUE2	A0A2Y9FUE2_PHYMC	PJVK	pejvakin isoform X1	Physeter macrocephalus (Sperm whale) (Physeter catodon)	352	unreviewed	2.0			XP_007130807.2;	pcad:102974887;		ENSPCTT00005006212;				IPR007677;IPR040460;	
A0A2Y9FUF0	A0A2Y9FUF0_PHYMC	CHRNA9	neuronal acetylcholine receptor subunit alpha-9	Physeter macrocephalus (Sperm whale) (Physeter catodon)	479	unreviewed	2.0		102994999;	XP_007129308.1;	pcad:102994999;		ENSPCTT00005023390;				IPR006202;IPR036734;IPR006201;IPR036719;IPR038050;IPR006029;IPR018000;IPR002394;	
A0A2Y9FVZ5	A0A2Y9FVZ5_PHYMC	MARVELD2	MARVEL domain-containing protein 2 isoform X2	Physeter macrocephalus (Sperm whale) (Physeter catodon)	545	unreviewed	2.0			XP_007130006.2;							IPR031176;IPR008253;IPR031177;IPR010844;	
A0A2Y9LI84	A0A2Y9LI84_DELLE	SOBP	sine oculis-binding protein homolog isoform X2	Delphinapterus leucas (Beluga whale)	868	unreviewed	2.0			XP_022409344.1;			ENSDLET00000026709;				IPR026092;	
A0A2Y9LNU0	A0A2Y9LNU0_DELLE	OTOG	otogelin isoform X2	Delphinapterus leucas (Beluga whale)	3012	unreviewed	2.0			XP_022411369.1;							IPR036195;IPR000742;IPR030105;IPR036084;IPR002919;IPR014853;IPR001007;IPR001846;	
A0A2Y9LNV9	A0A2Y9LNV9_DELLE	USH1C	harmonin isoform X4	Delphinapterus leucas (Beluga whale)	551	unreviewed	2.0			XP_022411389.1;			ENSDLET00000024463;				IPR030237;IPR001478;IPR036034;	
A0A2Y9LPS0	A0A2Y9LPS0_DELLE	OTOG	otogelin isoform X3	Delphinapterus leucas (Beluga whale)	2989	unreviewed	2.0			XP_022411370.1;							IPR036195;IPR000742;IPR030105;IPR036084;IPR002919;IPR014853;IPR001007;IPR001846;	
